name	alternative_names	osm_type	osm_id	class	type	lon	lat	place_rank	importance	street	city	county	state	country	country_code	display_name	west	south	east	north	wikidata	wikipedia	housenumbers
Riverside County	Quận Riverside,Riverside	relation	396495	boundary	administrative	-116.0201872	33.7531308	12	0.497745273085854			Riverside County	California	United States of America	us	Riverside County, California, United States of America	-117.6763201	33.4259102	-114.4349244	34.0801057	Q108111	en:Riverside County, California	
Palm Springs		relation	2866485	place	city	-116.4952978	33.7721794	16	0.495233702273146		Palm Springs	Riverside County	California	United States of America	us	Palm Springs, Riverside County, California, United States of America	-116.6844791	33.6124222	-116.4428115	33.9319778	Q488004	en:Palm Springs, California	
Indio		relation	2166020	place	city	-116.1970542	33.7438984	16	0.441071975530928		Indio	Riverside County	California	United States of America	us	Indio, Riverside County, California, United States of America	-116.3012664	33.6709990	-116.1292897	33.8167124	Q838789	en:Indio, California	
Indio	Indian Wells	relation	2632192	place	city	-116.2233153	33.7437650	16	0.441071975530928		Indio	Riverside County	California	United States of America	us	Indio, Riverside County, California, United States of America	-116.3012664	33.6709990	-116.1641376	33.8165364	Q838789	en:Indio, California	
Palm Desert		relation	2866010	place	town	-116.3693699	33.7407996	18	0.418617691268809		Palm Desert	Riverside County	California	United States of America	us	Palm Desert, Palm Desert, Riverside County, California, United States of America	-116.4255051	33.6706749	-116.3020543	33.8100814	Q399976	en:Palm Desert, California	
Palm Desert		relation	2866011	boundary	administrative	-116.4081238	33.6977569	16	0.418617691268809		Palm Desert	Riverside County	California	United States of America	us	Palm Desert, Riverside County, California, United States of America	-116.4428866	33.5837354	-116.2647222	33.8100814	Q399976	en:Palm Desert, California	
Indian Wells		relation	2865436	place	town	-116.3376019	33.7057568	18	0.414416760876815		Indian Wells	Riverside County	California	United States of America	us	Indian Wells, Riverside County, California, United States of America	-116.3736525	33.6706673	-116.2949369	33.7435752	Q490714	en:Indian Wells, California	
Rancho Mirage		relation	2866320	boundary	administrative	-116.4156194	33.7751550	16	0.409635598525571		Rancho Mirage	Riverside County	California	United States of America	us	Rancho Mirage, Riverside County, California, United States of America	-116.4777316	33.7140740	-116.3881501	33.8378742	Q506446	en:Rancho Mirage, California	
Rancho Mirage		relation	2866319	place	town	-116.4268741	33.7708590	18	0.409635598525571		Rancho Mirage	Riverside County	California	United States of America	us	Rancho Mirage, Rancho Mirage, Riverside County, California, United States of America	-116.4777316	33.7140740	-116.3881501	33.8269354	Q506446	en:Rancho Mirage, California	
Coachella	Woodspur	relation	2530671	place	town	-116.1532775	33.6865659	18	0.40796308292329		Coachella	Riverside County	California	United States of America	us	Coachella, Riverside County, California, United States of America	-116.2164659	33.6420222	-116.0782448	33.7295269	Q948219	en:Coachella, California	
Coachella		relation	2173440	place	town	-116.1342347	33.6711467	18	0.40796308292329		Coachella	Riverside County	California	United States of America	us	Coachella, Riverside County, California, United States of America	-116.2164863	33.6131159	-116.0606264	33.7295269	Q948219	en:Coachella, California	
Cathedral City		relation	2866412	place	town	-116.4668703	33.8229980	18	0.391662964231057		Cathedral City	Riverside County	California	United States of America	us	Cathedral City, Cathedral City, Riverside County, California, United States of America	-116.5043234	33.7559882	-116.4387380	33.8913441	Q578518	en:Cathedral City, California	
Cathedral City		relation	2866413	boundary	administrative	-116.4668748	33.8237240	16	0.391662964231057		Cathedral City	Riverside County	California	United States of America	us	Cathedral City, Riverside County, California, United States of America	-116.5043234	33.7559882	-116.3294009	33.8913441	Q578518	en:Cathedral City, California	
La Quinta		relation	2561346	boundary	administrative	-116.2603395	33.6610409	16	0.390873246631907		La Quinta	Riverside County	California	United States of America	us	La Quinta, Riverside County, California, United States of America	-116.3214831	33.5836815	-116.1811931	33.7383322	Q983614	en:La Quinta, California	
La Quinta		relation	2647900	place	town	-116.2777025	33.6636542	18	0.390873246631907		La Quinta	Riverside County	California	United States of America	us	La Quinta, La Quinta, Riverside County, California, United States of America	-116.3214831	33.5836815	-116.2246890	33.7383322	Q983614	en:La Quinta, California	
La Quinta		node	3823967157	place	city	-116.2958789	33.6774740	16	0.390873246631907			Riverside County	California	United States of America	us	La Quinta, Riverside County, California, United States of America	-116.2958789	33.6774740	-116.2958789	33.6774740	Q983614	en:La Quinta, California	
Water Hazard		way	480145555	natural	water	-116.3255082	33.7415972	16	0.35			Riverside County	California	United States of America	us	Water Hazard, Riverside County, California, United States of America	-116.3256849	33.7412923	-116.3253184	33.7418714			
Pool		way	469329610	natural	water	-116.3072885	33.7410456	16	0.35			Riverside County	California	United States of America	us	Pool, Riverside County, California, United States of America	-116.3073976	33.7409804	-116.3072274	33.7411163			
Pool		way	469329719	natural	water	-116.3073378	33.7408810	16	0.35			Riverside County	California	United States of America	us	Pool, Riverside County, California, United States of America	-116.3073642	33.7408655	-116.3073105	33.7408966			
Pool		way	469329880	natural	water	-116.3071779	33.7409126	16	0.35			Riverside County	California	United States of America	us	Pool, Riverside County, California, United States of America	-116.3072671	33.7408559	-116.3071103	33.7409696			
Water Hazard		way	479852810	natural	water	-116.3258248	33.7425791	16	0.35			Riverside County	California	United States of America	us	Water Hazard, Riverside County, California, United States of America	-116.3261380	33.7424753	-116.3255285	33.7426753			
Water Hazard		way	479852811	natural	water	-116.3272135	33.7428656	16	0.35			Riverside County	California	United States of America	us	Water Hazard, Riverside County, California, United States of America	-116.3274433	33.7427161	-116.3268198	33.7430481			
Water Hazard		way	479852804	natural	water	-116.3277187	33.7402770	16	0.35			Riverside County	California	United States of America	us	Water Hazard, Riverside County, California, United States of America	-116.3278903	33.7401190	-116.3274796	33.7403910			
Water Hazard		way	480145560	natural	water	-116.3289909	33.7406956	16	0.35			Riverside County	California	United States of America	us	Water Hazard, Riverside County, California, United States of America	-116.3293842	33.7397170	-116.3288332	33.7417052			
Water Hazard		way	480145556	natural	water	-116.3247156	33.7401868	16	0.35			Riverside County	California	United States of America	us	Water Hazard, Riverside County, California, United States of America	-116.3251673	33.7399268	-116.3244001	33.7404904			
Settling Ponds		way	83954742	natural	water	-116.1084991	33.5511583	16	0.35			Riverside County	California	United States of America	us	Settling Ponds, Riverside County, California, United States of America	-116.1087485	33.5510142	-116.1083007	33.5512959			
Water Hazard		way	479852815	natural	water	-116.3266363	33.7425159	16	0.35			Riverside County	California	United States of America	us	Water Hazard, Riverside County, California, United States of America	-116.3267726	33.7424493	-116.3264985	33.7426055			
Water Hazard		way	479852807	natural	water	-116.3270102	33.7413024	16	0.35			Riverside County	California	United States of America	us	Water Hazard, Riverside County, California, United States of America	-116.3273284	33.7410030	-116.3269108	33.7415725			
Small water fountain		way	517464438	natural	water	-116.3883369	33.7318339	16	0.35			Riverside County	California	United States of America	us	Small water fountain, Riverside County, California, United States of America	-116.3883823	33.7317918	-116.3882900	33.7318759			
Fountain		way	517465383	natural	water	-116.3882875	33.7330141	16	0.35			Riverside County	California	United States of America	us	Fountain, Riverside County, California, United States of America	-116.3883173	33.7329818	-116.3882578	33.7330407			
Water Hazard		way	479852796	natural	water	-116.3273238	33.7376442	16	0.35			Riverside County	California	United States of America	us	Water Hazard, Riverside County, California, United States of America	-116.3275199	33.7374055	-116.3271555	33.7378539			
Mecca		relation	2898774	place	town	-116.0697083	33.5511969	18	0.345526707892277		Mecca	Riverside County	California	United States of America	us	Mecca, Riverside County, California, United States of America	-116.1201849	33.5048245	-115.9739544	33.5987394	Q2097028	en:Mecca, California	
Thousand Palms		relation	2868715	place	suburb	-116.3530049	33.8087628	20	0.345135306073772		Thousand Palms	Riverside County	California	United States of America	us	Thousand Palms, Riverside County, California, United States of America	-116.4410426	33.7592324	-116.3006769	33.8603175	Q1432447	en:Thousand Palms, California	
Borrego Springs		way	33168446	boundary	administrative	-116.3569466	33.2553560	30	0.343143313558211			San Diego County	California	United States of America	us	Borrego Springs, San Diego County, California, United States of America	-116.4186320	33.1693119	-116.2873360	33.3405059	Q2049424	en:Borrego Springs, California	
Bermuda Dunes	Myoma	relation	2561344	place	suburb	-116.2848899	33.7454843	20	0.340251318287711		Bermuda Dunes	Riverside County	California	United States of America	us	Bermuda Dunes, Riverside County, California, United States of America	-116.3038465	33.7291158	-116.2647222	33.7618034	Q2206371	en:Bermuda Dunes, California	
Salton Sea Beach		way	33178747	boundary	administrative	-116.0126946	33.3770320	30	0.32976304828016			Imperial County	California	United States of America	us	Salton Sea Beach, Imperial County, California, United States of America	-116.0157691	33.3713939	-116.0046951	33.3826590	Q1235586	en:Salton Sea Beach, California	
Desert Shores		way	33178206	boundary	administrative	-116.0399265	33.4030059	30	0.329267656941728			Imperial County	California	United States of America	us	Desert Shores, Imperial County, California, United States of America	-116.0474690	33.3942863	-116.0328500	33.4116550	Q2533288	en:Desert Shores, California	
Desert Palms	Del Webb Sun City,Sun City Palm Desert	relation	2565792	place	suburb	-116.2921564	33.7781582	20	0.327248701091124		Palm Desert	Riverside County	California	United States of America	us	Desert Palms, Palm Desert, Riverside County, California, United States of America	-116.3036922	33.7581569	-116.2831437	33.7982273	Q5263992	en:Desert Palms, California	
Black Hill		node	358800915	natural	peak	-116.4116792	33.6269700	18	0.3		Palm Desert	Riverside County	California	United States of America	us	Black Hill, Palm Desert, Riverside County, California, United States of America	-116.4116792	33.6269700	-116.4116792	33.6269700	Q35727588		
Sheep Mountain		node	358792526	natural	peak	-116.3761228	33.5858601	18	0.3		Palm Desert	Riverside County	California	United States of America	us	Sheep Mountain, Palm Desert, Riverside County, California, United States of America	-116.3761228	33.5858601	-116.3761228	33.5858601			
Asbestos Mountain		node	358800811	natural	peak	-116.4586252	33.6275257	18	0.3		Palm Springs	Riverside County	California	United States of America	us	Asbestos Mountain, Palm Springs, Riverside County, California, United States of America	-116.4586252	33.6275257	-116.4586252	33.6275257	Q35724498		
Murray Hill		node	358804335	natural	peak	-116.4997368	33.7650212	18	0.3		Palm Springs	Riverside County	California	United States of America	us	Murray Hill, Palm Springs, Riverside County, California, United States of America	-116.4997368	33.7650212	-116.4997368	33.7650212			
Haystack Mountain		node	358801406	natural	peak	-116.4600140	33.6819682	18	0.3		Palm Springs	Riverside County	California	United States of America	us	Haystack Mountain, Palm Springs, Riverside County, California, United States of America	-116.4600140	33.6819682	-116.4600140	33.6819682			
Rabbit Peak		node	358808578	natural	peak	-116.2394522	33.4333650	18	0.3			Riverside County	California	United States of America	us	Rabbit Peak, Riverside County, California, United States of America	-116.2394522	33.4333650	-116.2394522	33.4333650			
Spring Crest		node	358816483	natural	peak	-116.4961265	33.5689166	18	0.3			Riverside County	California	United States of America	us	Spring Crest, Riverside County, California, United States of America	-116.4961265	33.5689166	-116.4961265	33.5689166			
Santa Rosa Peak		node	358808699	natural	peak	-116.4617467	33.5383073	18	0.3			Riverside County	California	United States of America	us	Santa Rosa Peak, Riverside County, California, United States of America	-116.4617467	33.5383073	-116.4617467	33.5383073			
Martinez Mountain		node	358801706	natural	peak	-116.3450110	33.5575276	18	0.3			Riverside County	California	United States of America	us	Martinez Mountain, Riverside County, California, United States of America	-116.3450110	33.5575276	-116.3450110	33.5575276			
Eisenhower Mountain		node	358795075	natural	peak	-116.3369546	33.6916898	18	0.3			Riverside County	California	United States of America	us	Eisenhower Mountain, Riverside County, California, United States of America	-116.3369546	33.6916898	-116.3369546	33.6916898			
Toro Peak		node	358793535	natural	peak	-116.4255689	33.5233623	18	0.3			Riverside County	California	United States of America	us	Toro Peak, Riverside County, California, United States of America	-116.4255689	33.5233623	-116.4255689	33.5233623	Q7826170		
Indio Mountain		node	358786351	natural	peak	-116.3425104	33.6708572	18	0.3			Riverside County	California	United States of America	us	Indio Mountain, Riverside County, California, United States of America	-116.3425104	33.6708572	-116.3425104	33.6708572			
Travertine Rock		node	358808819	natural	peak	-116.0588911	33.4230875	18	0.3			Imperial County	California	United States of America	us	Travertine Rock, Imperial County, California, United States of America	-116.0588911	33.4230875	-116.0588911	33.4230875			
Coyote Peak		node	358844573	natural	peak	-116.3288995	33.3433685	18	0.3			San Diego County	California	United States of America	us	Coyote Peak, San Diego County, California, United States of America	-116.3288995	33.3433685	-116.3288995	33.3433685	Q35736269		
Indianhead		node	358808164	natural	peak	-116.4297362	33.2925370	18	0.3			San Diego County	California	United States of America	us	Indianhead, San Diego County, California, United States of America	-116.4297362	33.2925370	-116.4297362	33.2925370			
Monkey Hill		node	358804324	natural	peak	-116.4669594	33.4044775	18	0.3			San Diego County	California	United States of America	us	Monkey Hill, San Diego County, California, United States of America	-116.4669594	33.4044775	-116.4669594	33.4044775			
San Ysidro Mountain		node	358802110	natural	peak	-116.4986275	33.2539271	18	0.3			San Diego County	California	United States of America	us	San Ysidro Mountain, San Diego County, California, United States of America	-116.4986275	33.2539271	-116.4986275	33.2539271			
Palm Mesa		node	358796462	natural	peak	-116.4633484	33.3236469	18	0.3			San Diego County	California	United States of America	us	Palm Mesa, San Diego County, California, United States of America	-116.4633484	33.3236469	-116.4633484	33.3236469			
Coyote Mountain		node	358782626	natural	peak	-116.3280660	33.3433685	18	0.3			San Diego County	California	United States of America	us	Coyote Mountain, San Diego County, California, United States of America	-116.3280660	33.3433685	-116.3280660	33.3433685	Q5180075		
Fonts Point		node	1855036853	natural	peak	-116.2331145	33.2569422	18	0.3			San Diego County	California	United States of America	us	Fonts Point, San Diego County, California, United States of America	-116.2331145	33.2569422	-116.2331145	33.2569422			
Villager Peak		node	358794195	natural	peak	-116.2188960	33.3883669	18	0.3			San Diego County	California	United States of America	us	Villager Peak, San Diego County, California, United States of America	-116.2188960	33.3883669	-116.2188960	33.3883669			
Royal Palms		node	150935872	place	hamlet	-116.4611242	33.7952974	19	0.275		Cathedral City	Riverside County	California	United States of America	us	Royal Palms, Cathedral City, Cathedral City, Riverside County, California, United States of America	-116.4611242	33.7952974	-116.4611242	33.7952974			
Caliente Sands		node	150965501	place	hamlet	-116.4564019	33.7933531	19	0.275		Cathedral City	Riverside County	California	United States of America	us	Caliente Sands, Cathedral City, Cathedral City, Riverside County, California, United States of America	-116.4564019	33.7933531	-116.4564019	33.7933531			
Sandy Korner		node	150963873	place	hamlet	-116.1811166	33.6422460	19	0.275		Coachella	Riverside County	California	United States of America	us	Sandy Korner, Coachella, Riverside County, California, United States of America	-116.1811166	33.6422460	-116.1811166	33.6422460			
Mahoney Trailer Park		node	150949697	place	hamlet	-116.4869583	33.7916867	19	0.275		Palm Springs	Riverside County	California	United States of America	us	Mahoney Trailer Park, Palm Springs, Riverside County, California, United States of America	-116.4869583	33.7916867	-116.4869583	33.7916867			
Shadow Ridge Creek		node	150942014	place	hamlet	-116.3697328	33.8105741	19	0.275		Cathedral City	Riverside County	California	United States of America	us	Shadow Ridge Creek, Cathedral City, Riverside County, California, United States of America	-116.3697328	33.8105741	-116.3697328	33.8105741			
Cahuilla Hills		node	150966864	place	hamlet	-116.4164016	33.6886345	19	0.275		Palm Desert	Riverside County	California	United States of America	us	Cahuilla Hills, Palm Desert, Riverside County, California, United States of America	-116.4164016	33.6886345	-116.4164016	33.6886345	Q5017468		
Bermuda Dunes		node	150979487	place	hamlet	-116.2891753	33.7427991	19	0.275		Palm Desert	Riverside County	California	United States of America	us	Bermuda Dunes, Palm Desert, Riverside County, California, United States of America	-116.2891753	33.7427991	-116.2891753	33.7427991			
Taylor		node	150980014	place	hamlet	-116.4183463	33.5983598	19	0.275		Palm Desert	Riverside County	California	United States of America	us	Taylor, Palm Desert, Riverside County, California, United States of America	-116.4183463	33.5983598	-116.4183463	33.5983598			
Vista Santa Rosa		node	150971654	place	hamlet	-116.2180624	33.6278025	19	0.275		La Quinta	Riverside County	California	United States of America	us	Vista Santa Rosa, La Quinta, Riverside County, California, United States of America	-116.2180624	33.6278025	-116.2180624	33.6278025	Q6163983		
Biskra Palms		node	150957068	place	hamlet	-116.2530632	33.7900190	19	0.275		Indio	Riverside County	California	United States of America	us	Biskra Palms, Indio, Riverside County, California, United States of America	-116.2530632	33.7900190	-116.2530632	33.7900190	Q4918190		
Macomber Palms		node	150966870	place	hamlet	-116.2552853	33.7986298	19	0.275		Indio	Riverside County	California	United States of America	us	Macomber Palms, Indio, Riverside County, California, United States of America	-116.2552853	33.7986298	-116.2552853	33.7986298			
Borrego Springs		node	150959383	place	hamlet	-116.3750121	33.2558717	19	0.275			San Diego County	California	United States of America	us	Borrego Springs, San Diego County, California, United States of America	-116.3750121	33.2558717	-116.3750121	33.2558717			
Desert Shores		node	150933943	place	hamlet	-116.0400870	33.4044910	19	0.275			Imperial County	California	United States of America	us	Desert Shores, Imperial County, California, United States of America	-116.0400870	33.4044910	-116.0400870	33.4044910			
Salton Sea Beach		node	150952864	place	hamlet	-116.0119456	33.3750345	19	0.275			Imperial County	California	United States of America	us	Salton Sea Beach, Imperial County, California, United States of America	-116.0119456	33.3750345	-116.0119456	33.3750345			
Coolidge Springs		node	150967793	place	hamlet	-116.0502799	33.3942001	19	0.275			Imperial County	California	United States of America	us	Coolidge Springs, Imperial County, California, United States of America	-116.0502799	33.3942001	-116.0502799	33.3942001			
Martinez		node	150935036	place	hamlet	-116.1530604	33.5628041	19	0.275			Riverside County	California	United States of America	us	Martinez, Riverside County, California, United States of America	-116.1530604	33.5628041	-116.1530604	33.5628041			
Valerie		node	150935048	place	hamlet	-116.1802834	33.5689152	19	0.275			Riverside County	California	United States of America	us	Valerie, Riverside County, California, United States of America	-116.1802834	33.5689152	-116.1802834	33.5689152	Q14684233		
Ribbonwood		node	150940380	place	hamlet	-116.4989043	33.5703055	19	0.275			Riverside County	California	United States of America	us	Ribbonwood, Riverside County, California, United States of America	-116.4989043	33.5703055	-116.4989043	33.5703055			
Pinyon Crest		node	150942178	place	hamlet	-116.4372357	33.6086372	19	0.275			Riverside County	California	United States of America	us	Pinyon Crest, Riverside County, California, United States of America	-116.4372357	33.6086372	-116.4372357	33.6086372			
Willis Palms		node	150949165	place	hamlet	-116.3294539	33.8272399	19	0.275			Riverside County	California	United States of America	us	Willis Palms, Riverside County, California, United States of America	-116.3294539	33.8272399	-116.3294539	33.8272399			
Hidden Palms		node	150955741	place	hamlet	-116.3013978	33.8202956	19	0.275			Riverside County	California	United States of America	us	Hidden Palms, Riverside County, California, United States of America	-116.3013978	33.8202956	-116.3013978	33.8202956			
Thermal		node	150959080	place	hamlet	-116.1394486	33.6403012	19	0.275			Riverside County	California	United States of America	us	Thermal, Riverside County, California, United States of America	-116.1394486	33.6403012	-116.1394486	33.6403012	Q133921		
Pushawalla Palms		node	150959815	place	hamlet	-116.2816750	33.8241843	19	0.275			Riverside County	California	United States of America	us	Pushawalla Palms, Riverside County, California, United States of America	-116.2816750	33.8241843	-116.2816750	33.8241843			
One Hundred Palms		node	150968512	place	hamlet	-116.1727511	33.5618760	19	0.275			Riverside County	California	United States of America	us	One Hundred Palms, Riverside County, California, United States of America	-116.1727511	33.5618760	-116.1727511	33.5618760			
Alpine Village		node	150972760	place	hamlet	-116.4697366	33.6061374	19	0.275			Riverside County	California	United States of America	us	Alpine Village, Riverside County, California, United States of America	-116.4697366	33.6061374	-116.4697366	33.6061374	Q17144144		
Indio Hills		node	150973193	place	hamlet	-116.2313959	33.8311280	19	0.275			Riverside County	California	United States of America	us	Indio Hills, Riverside County, California, United States of America	-116.2313959	33.8311280	-116.2313959	33.8311280	Q5915336		
Oasis		node	150947034	place	hamlet	-116.0988922	33.4658629	19	0.275			Riverside County	California	United States of America	us	Oasis, Riverside County, California, United States of America	-116.0988922	33.4658629	-116.0988922	33.4658629			
Edom		node	150936959	multiple	locality	-116.3911223	33.8069633	20	0.25			Riverside County	California	United States of America	us	Edom, Riverside County, California, United States of America	-116.3911223	33.8069633	-116.3911223	33.8069633			
Arabia		relation	2898787	place	suburb	-116.1086328	33.6058333	20	0.25		Arabia	Riverside County	California	United States of America	us	Arabia, Riverside County, California, United States of America	-116.1243488	33.5985401	-116.0949149	33.6131823			
Flowing Wells		relation	2898773	place	suburb	-116.0264369	33.5438662	20	0.25		Flowing Wells	Riverside County	California	United States of America	us	Flowing Wells, Riverside County, California, United States of America	-116.0442519	33.5255982	-116.0089744	33.5550998			
Myoma		node	150944404	multiple	locality	-116.2783417	33.7514099	20	0.25		Indio	Riverside County	California	United States of America	us	Myoma, Indio, Riverside County, California, United States of America	-116.2783417	33.7514099	-116.2783417	33.7514099			
Prado		relation	2169133	highway	residential	-116.1952405	33.6834666	22	0.2		Coachella	Riverside County	California	United States of America	us	Prado, Coachella, Riverside County, California, United States of America	-116.1969179	33.6814523	-116.1935813	33.6853149			
Aventine	Aventine I	relation	2194042	highway	residential	-116.1946776	33.6763875	22	0.2		Coachella	Riverside County	California	United States of America	us	Aventine, Coachella, Riverside County, California, United States of America	-116.1967151	33.6745259	-116.1925301	33.6780838			
Tlaquepaque Apartments		relation	2203008	highway	residential	-116.1632150	33.6773700	22	0.2		Coachella	Riverside County	California	United States of America	us	Tlaquepaque Apartments, Coachella, Riverside County, California, United States of America	-116.1639801	33.6765450	-116.1624500	33.6779599			
Las Palmeras		relation	2203007	highway	residential	-116.1618932	33.6756339	22	0.2		Coachella	Riverside County	California	United States of America	us	Las Palmeras, Coachella, Riverside County, California, United States of America	-116.1640000	33.6747399	-116.1597900	33.6765499			
Las Casas II Apartments		relation	2205773	highway	residential	-116.1609884	33.6732527	22	0.2		Coachella	Riverside County	California	United States of America	us	Las Casas II Apartments, Coachella, Riverside County, California, United States of America	-116.1614501	33.6726446	-116.1597932	33.6738101			
Las Casas II Apartments		relation	2205774	highway	residential	-116.1629115	33.6742074	22	0.2		Coachella	Riverside County	California	United States of America	us	Las Casas II Apartments, Coachella, Riverside County, California, United States of America	-116.1639900	33.6737400	-116.1613657	33.6747419			
Las Casas III Apartments		relation	2205775	highway	residential	-116.1604544	33.6736460	22	0.2		Coachella	Riverside County	California	United States of America	us	Las Casas III Apartments, Coachella, Riverside County, California, United States of America	-116.1627681	33.6727653	-116.1597900	33.6747499			
Rancho de Oro		relation	2431360	highway	residential	-116.1848077	33.6864099	22	0.2		Coachella	Riverside County	California	United States of America	us	Rancho de Oro, Coachella, Riverside County, California, United States of America	-116.1858801	33.6855477	-116.1837500	33.6873302			
Pueblos at Avalar Navarra		relation	2641653	highway	residential	-116.1927154	33.6689346	22	0.2		Coachella	Riverside County	California	United States of America	us	Pueblos at Avalar Navarra, Coachella, Riverside County, California, United States of America	-116.1948074	33.6672324	-116.1906231	33.6706968			
Desert Palms Apartments		relation	4042095	highway	residential	-116.1823312	33.6800449	22	0.2		Coachella	Riverside County	California	United States of America	us	Desert Palms Apartments, Coachella, Riverside County, California, United States of America	-116.1831521	33.6783181	-116.1817426	33.6817498			
Coachella Tract 1		relation	4046385	highway	residential	-116.1799536	33.6683986	22	0.2		Coachella	Riverside County	California	United States of America	us	Coachella Tract 1, Coachella, Riverside County, California, United States of America	-116.1808228	33.6673871	-116.1790781	33.6708476			
Abdelnour Subdivision		relation	4059605	highway	residential	-116.1842171	33.6691285	22	0.2		Coachella	Riverside County	California	United States of America	us	Abdelnour Subdivision, Coachella, Riverside County, California, United States of America	-116.1860323	33.6675214	-116.1819716	33.6707632			
Tierra del Sol		relation	2169785	highway	residential	-116.2120661	33.6967622	22	0.2		Coachella	Riverside County	California	United States of America	us	Tierra del Sol, Coachella, Riverside County, California, United States of America	-116.2163004	33.6932307	-116.2078410	33.7001602			
The Vineyards Luxury Motor Coach Resorts		relation	4015997	highway	residential	-116.1619311	33.7235573	22	0.2		Coachella	Riverside County	California	United States of America	us	The Vineyards Luxury Motor Coach Resorts, Coachella, Riverside County, California, United States of America	-116.1639376	33.7219219	-116.1601593	33.7252200			
La Colonia		relation	2167273	highway	residential	-116.2095970	33.6835263	22	0.2		Coachella	Riverside County	California	United States of America	us	La Colonia, Coachella, Riverside County, California, United States of America	-116.2121168	33.6817723	-116.2079169	33.6853178			
Coachella Mobile Home Park		relation	2179823	highway	residential	-116.1843517	33.6882541	22	0.2		Coachella	Riverside County	California	United States of America	us	Coachella Mobile Home Park, Coachella, Riverside County, California, United States of America	-116.1858984	33.6873237	-116.1830786	33.6891852			
Rancho Mariposa		relation	2431499	highway	residential	-116.1925942	33.6869733	22	0.2		Coachella	Riverside County	California	United States of America	us	Rancho Mariposa, Coachella, Riverside County, California, United States of America	-116.1946866	33.6856021	-116.1904706	33.6882512			
The Villas at the Vineyards		relation	2612505	highway	residential	-116.1598085	33.7162766	22	0.2		Coachella	Riverside County	California	United States of America	us	The Villas at the Vineyards, Coachella, Riverside County, California, United States of America	-116.1612724	33.7150583	-116.1572226	33.7174647			
Aguilar Apartments		relation	2619214	highway	residential	-116.1807610	33.6609696	22	0.2		Coachella	Riverside County	California	United States of America	us	Aguilar Apartments, Coachella, Riverside County, California, United States of America	-116.1815686	33.6607495	-116.1799524	33.6611064			
Rancho de Oro		relation	2636914	highway	residential	-116.1846327	33.6845571	22	0.2		Coachella	Riverside County	California	United States of America	us	Rancho de Oro, Coachella, Riverside County, California, United States of America	-116.1850641	33.6836564	-116.1842012	33.6853765			
Rancho de Oro		relation	2636915	highway	residential	-116.1837650	33.6845581	22	0.2		Coachella	Riverside County	California	United States of America	us	Rancho de Oro, Coachella, Riverside County, California, United States of America	-116.1842021	33.6836566	-116.1833256	33.6853755			
Abdelnour Subdivision 3		relation	4046384	highway	residential	-116.1786364	33.6691384	22	0.2		Coachella	Riverside County	California	United States of America	us	Abdelnour Subdivision 3, Coachella, Riverside County, California, United States of America	-116.1791015	33.6674296	-116.1781653	33.6708709			
Shady Lane Homes		relation	4046388	highway	residential	-116.1734476	33.6691577	22	0.2		Coachella	Riverside County	California	United States of America	us	Shady Lane Homes, Coachella, Riverside County, California, United States of America	-116.1738712	33.6675400	-116.1730294	33.6710082			
Abdelnour Subdivision 2		relation	4046383	highway	residential	-116.1777314	33.6690669	22	0.2		Coachella	Riverside County	California	United States of America	us	Abdelnour Subdivision 2, Coachella, Riverside County, California, United States of America	-116.1782001	33.6674422	-116.1772597	33.6708949			
Palm View		relation	4046386	highway	residential	-116.1759981	33.6690301	22	0.2		Coachella	Riverside County	California	United States of America	us	Palm View, Coachella, Riverside County, California, United States of America	-116.1764371	33.6674816	-116.1755566	33.6709367			
Ellis Coachella Tract		relation	4085377	highway	residential	-116.1827371	33.6628412	22	0.2		Coachella	Riverside County	California	United States of America	us	Ellis Coachella Tract, Coachella, Riverside County, California, United States of America	-116.1836122	33.6619964	-116.1818618	33.6637395			
Royal Palms Subdivision		relation	4088960	highway	residential	-116.1749894	33.6713423	22	0.2		Coachella	Riverside County	California	United States of America	us	Royal Palms Subdivision, Coachella, Riverside County, California, United States of America	-116.1768467	33.6710831	-116.1731323	33.6715443			
Fuente De Paz Apartments		relation	4094085	highway	residential	-116.1801644	33.6658625	22	0.2		Coachella	Riverside County	California	United States of America	us	Fuente De Paz Apartments, Coachella, Riverside County, California, United States of America	-116.1815220	33.6655043	-116.1794940	33.6664280			
Ruiz Subdivision		relation	4094060	highway	residential	-116.1840207	33.6647754	22	0.2		Coachella	Riverside County	California	United States of America	us	Ruiz Subdivision, Coachella, Riverside County, California, United States of America	-116.1860292	33.6638962	-116.1820042	33.6655525			
La Paloma Estates		relation	2171853	highway	residential	-116.2054456	33.6962640	22	0.2		Coachella	Riverside County	California	United States of America	us	La Paloma Estates, Coachella, Riverside County, California, United States of America	-116.2075491	33.6932433	-116.2033453	33.7001719			
Coachella Palms Tract		relation	2210495	highway	residential	-116.1687309	33.6720958	22	0.2		Coachella	Riverside County	California	United States of America	us	Coachella Palms Tract, Coachella, Riverside County, California, United States of America	-116.1703593	33.6712900	-116.1677300	33.6736500			
Rancho de Oro		relation	2426806	highway	residential	-116.1855007	33.6845187	22	0.2		Coachella	Riverside County	California	United States of America	us	Rancho de Oro, Coachella, Riverside County, California, United States of America	-116.1859419	33.6836563	-116.1850636	33.6853804			
